dyad,background,months,task,gesture,count_raw,count,ct_raw,ct,pro_rata
c19,Chinese,10,five,point,0,0,0,0,no
c19,Chinese,10,five,ho_gv,0,0,0,0,no
c19,Chinese,10,tp1,reach,0,0,0,0,no
c19,Chinese,10,tp1,point,0,0,0,0,no
c19,Chinese,10,tp1,ho_gv,0,0,0,0,no
c19,Chinese,10,tp2,reach,0,0,0,0,no
c19,Chinese,10,tp2,point,0,0,0,0,no
c19,Chinese,10,tp2,ho_gv,0,0,0,0,no
c19,Chinese,11,five,reach,0,0,0,0,no
c19,Chinese,11,five,point,0,0,0,0,no
c19,Chinese,11,five,ho_gv,0,0,0,0,no
c19,Chinese,11,tp1,reach,0,0,0,0,no
c19,Chinese,11,tp1,point,0,0,0,0,no
c19,Chinese,11,tp1,ho_gv,0,0,0,0,no
c19,Chinese,11,tp2,reach,0,0,0,0,no
c19,Chinese,11,tp2,point,0,0,0,0,no
c19,Chinese,11,tp2,ho_gv,0,0,0,0,no
c19,Chinese,12,five,reach,0,0,0,0,no
c19,Chinese,12,five,point,0,0,0,0,no
c19,Chinese,12,five,ho_gv,0,0,0,0,no
c19,Chinese,12,tp1,reach,0,0,0,0,no
c19,Chinese,12,tp1,point,0,0,0,0,no
c19,Chinese,12,tp1,ho_gv,1,1,0,0,no
c19,Chinese,12,tp2,reach,0,0,0,0,no
c19,Chinese,12,tp2,point,0,0,0,0,no
c19,Chinese,12,tp2,ho_gv,0,0,0,0,no
c20,Chinese,10,five,reach,0,0,0,0,no
c20,Chinese,10,five,point,0,0,0,0,no
c20,Chinese,10,five,ho_gv,0,0,0,0,no
c20,Chinese,10,tp1,reach,0,0,0,0,no
c20,Chinese,10,tp1,point,0,0,0,0,no
c20,Chinese,10,tp1,ho_gv,1,1,0,0,no
c20,Chinese,10,tp2,reach,0,0,0,0,no
c20,Chinese,10,tp2,point,0,0,0,0,no
c20,Chinese,10,tp2,ho_gv,0,0,0,0,no
c20,Chinese,11,five,reach,1,1,0,0,no
c20,Chinese,11,five,point,0,0,0,0,no
c20,Chinese,11,five,ho_gv,0,0,0,0,no
c20,Chinese,11,tp1,reach,0,0,0,0,no
c20,Chinese,11,tp1,point,0,0,0,0,no
c20,Chinese,11,tp1,ho_gv,0,0,0,0,no
c20,Chinese,11,tp2,reach,,,,,no
c20,Chinese,11,tp2,point,,,,,no
c20,Chinese,11,tp2,ho_gv,,,,,no
c20,Chinese,12,five,reach,3,3,0,0,no
c20,Chinese,12,five,point,0,0,0,0,no
c20,Chinese,12,five,ho_gv,0,0,0,0,no
c20,Chinese,12,tp1,reach,0,0,0,0,no
c20,Chinese,12,tp1,point,0,0,0,0,no
c20,Chinese,12,tp1,ho_gv,0,0,0,0,no
c20,Chinese,12,tp2,reach,0,0,0,0,no
c20,Chinese,12,tp2,point,0,0,0,0,no
c20,Chinese,12,tp2,ho_gv,0,0,0,0,no
e01,English,10,five,reach,1,1,0,0,no
e01,English,10,five,point,4,4,0,0,no
e01,English,10,five,ho_gv,0,0,0,0,no
e01,English,10,tp1,reach,0,0,0,0,yes
e01,English,10,tp1,point,0,0,0,0,yes
e01,English,10,tp1,ho_gv,0,0,0,0,yes
e01,English,10,tp2,reach,0,0,0,0,no
e01,English,10,tp2,point,0,0,0,0,no
e01,English,10,tp2,ho_gv,0,0,0,0,no
e01,English,11,five,reach,2,5,0,0,yes
e01,English,11,five,point,0,0,0,0,yes
e01,English,11,five,ho_gv,0,0,0,0,yes
e01,English,11,tp1,reach,0,0,0,0,yes
e01,English,11,tp1,point,0,0,0,0,yes
e01,English,11,tp1,ho_gv,0,0,0,0,yes
e01,English,11,tp2,reach,0,0,0,0,no
e01,English,11,tp2,point,0,0,0,0,no
e01,English,11,tp2,ho_gv,0,0,0,0,no
e01,English,12,five,reach,13,13,0,0,no
e01,English,12,five,point,0,0,0,0,no
e01,English,12,five,ho_gv,0,0,0,0,no
e01,English,12,tp1,reach,0,0,0,0,no
e01,English,12,tp1,point,0,0,0,0,no
e01,English,12,tp1,ho_gv,0,0,0,0,no
e01,English,12,tp2,reach,0,0,0,0,no
e01,English,12,tp2,point,0,0,0,0,no
e01,English,12,tp2,ho_gv,1,1,0,0,no
e02,English,10,five,reach,0,0,0,0,no
e02,English,10,five,point,0,0,0,0,no
e02,English,10,five,ho_gv,0,0,0,0,no
e02,English,10,tp1,reach,0,0,0,0,yes
e02,English,10,tp1,point,0,0,0,0,yes
e02,English,10,tp1,ho_gv,0,0,0,0,yes
e02,English,10,tp2,reach,0,0,0,0,no
e02,English,10,tp2,point,0,0,0,0,no
e02,English,10,tp2,ho_gv,0,0,0,0,no
e02,English,11,five,reach,0,0,0,0,no
e02,English,11,five,point,0,0,0,0,no
e02,English,11,five,ho_gv,0,0,0,0,no
e02,English,11,tp1,reach,0,0,0,0,no
e02,English,11,tp1,point,0,0,0,0,no
e02,English,11,tp1,ho_gv,0,0,0,0,no
e02,English,11,tp2,reach,0,0,0,0,no
e02,English,11,tp2,point,0,0,0,0,no
e02,English,11,tp2,ho_gv,0,0,0,0,no
e02,English,12,five,reach,1,1,0,0,no
e02,English,12,five,point,0,0,0,0,no
e02,English,12,five,ho_gv,0,0,0,0,no
e02,English,12,tp1,reach,0,0,0,0,no
e02,English,12,tp1,point,0,0,0,0,no
e02,English,12,tp1,ho_gv,0,0,0,0,no
e02,English,12,tp2,reach,0,0,0,0,no
e02,English,12,tp2,point,0,0,0,0,no
e02,English,12,tp2,ho_gv,0,0,0,0,no
e03,English,10,five,reach,2,2,0,0,no
e03,English,10,five,point,0,0,0,0,no
e03,English,10,five,ho_gv,0,0,0,0,no
e03,English,10,tp1,reach,0,0,0,0,no
e03,English,10,tp1,point,0,0,0,0,no
e03,English,10,tp1,ho_gv,1,1,0,0,no
e03,English,10,tp2,reach,0,0,0,0,no
e03,English,10,tp2,point,0,0,0,0,no
e03,English,10,tp2,ho_gv,5,5,2,2,no
e03,English,11,five,reach,2,2,1,1,no
e03,English,11,five,point,1,1,0,0,no
e03,English,11,five,ho_gv,0,0,0,0,no
e03,English,11,tp1,reach,0,0,0,0,no
e03,English,11,tp1,point,0,0,0,0,no
e03,English,11,tp1,ho_gv,3,3,2,2,no
e03,English,11,tp2,reach,0,0,0,0,no
e03,English,11,tp2,point,0,0,0,0,no
e03,English,11,tp2,ho_gv,0,0,0,0,no
e03,English,12,five,reach,0,0,0,0,no
e03,English,12,five,point,3,3,0,0,no
e03,English,12,five,ho_gv,0,0,0,0,no
e03,English,12,tp1,reach,1,1,0,0,no
e03,English,12,tp1,point,4,4,0,0,no
e03,English,12,tp1,ho_gv,6,6,4,4,no
e03,English,12,tp2,reach,0,0,0,0,no
e03,English,12,tp2,point,0,0,0,0,no
e03,English,12,tp2,ho_gv,3,3,2,2,no
e04,English,10,five,reach,8,8,4,4,no
e04,English,10,five,point,0,0,0,0,no
e04,English,10,five,ho_gv,0,0,0,0,no
e04,English,10,tp1,reach,0,0,0,0,no
e04,English,10,tp1,point,0,0,0,0,no
e04,English,10,tp1,ho_gv,3,3,0,0,no
e04,English,10,tp2,reach,0,0,0,0,no
e04,English,10,tp2,point,0,0,0,0,no
e04,English,10,tp2,ho_gv,0,0,0,0,no
e04,English,11,five,reach,3,3,0,0,no
e04,English,11,five,point,0,0,0,0,no
e04,English,11,five,ho_gv,0,0,0,0,no
e04,English,11,tp1,reach,0,0,0,0,no
e04,English,11,tp1,point,0,0,0,0,no
e04,English,11,tp1,ho_gv,0,0,0,0,no
e04,English,11,tp2,reach,0,0,0,0,no
e04,English,11,tp2,point,0,0,0,0,no
e04,English,11,tp2,ho_gv,1,1,1,1,no
e04,English,12,five,reach,5,5,0,0,no
e04,English,12,five,point,14,14,5,5,no
e04,English,12,five,ho_gv,0,0,0,0,no
e04,English,12,tp1,reach,0,0,0,0,no
e04,English,12,tp1,point,0,0,0,0,no
e04,English,12,tp1,ho_gv,9,9,2,2,no
e04,English,12,tp2,reach,0,0,0,0,no
e04,English,12,tp2,point,0,0,0,0,no
e04,English,12,tp2,ho_gv,1,1,0,0,no
e05,English,10,five,reach,0,0,0,0,no
e05,English,10,five,point,39,39,21,21,no
e05,English,10,five,ho_gv,0,0,0,0,no
e05,English,10,tp1,reach,0,0,0,0,no
e05,English,10,tp1,point,9,9,9,9,no
e05,English,10,tp1,ho_gv,1,1,0,0,no
e05,English,10,tp2,reach,0,0,0,0,no
e05,English,10,tp2,point,0,0,0,0,no
e05,English,10,tp2,ho_gv,0,0,0,0,no
e05,English,11,five,reach,0,0,0,0,no
e05,English,11,five,point,41,41,21,21,no
e05,English,11,five,ho_gv,0,0,0,0,no
e05,English,11,tp1,reach,0,0,0,0,no
e05,English,11,tp1,point,11,11,6,6,no
e05,English,11,tp1,ho_gv,3,3,1,1,no
e05,English,11,tp2,reach,0,0,0,0,no
e05,English,11,tp2,point,0,0,0,0,no
e05,English,11,tp2,ho_gv,7,7,0,0,no
e05,English,12,five,reach,0,0,0,0,no
e05,English,12,five,point,42,42,29,29,no
e05,English,12,five,ho_gv,0,0,0,0,no
e05,English,12,tp1,reach,0,0,0,0,no
e05,English,12,tp1,point,4,4,1,1,no
e05,English,12,tp1,ho_gv,1,1,0,0,no
e05,English,12,tp2,reach,0,0,0,0,no
e05,English,12,tp2,point,0,0,0,0,no
e05,English,12,tp2,ho_gv,6,6,3,3,no
e06,English,10,five,reach,9,9,0,0,no
e06,English,10,five,point,0,0,0,0,no
e06,English,10,five,ho_gv,0,0,0,0,no
e06,English,10,tp1,reach,0,0,0,0,no
e06,English,10,tp1,point,0,0,0,0,no
e06,English,10,tp1,ho_gv,0,0,0,0,no
e06,English,10,tp2,reach,0,0,0,0,no
e06,English,10,tp2,point,0,0,0,0,no
e06,English,10,tp2,ho_gv,0,0,0,0,no
e06,English,11,five,reach,7,7,0,0,no
e06,English,11,five,point,0,0,0,0,no
e06,English,11,five,ho_gv,0,0,0,0,no
e06,English,11,tp1,reach,0,0,0,0,no
e06,English,11,tp1,point,0,0,0,0,no
e06,English,11,tp1,ho_gv,1,1,0,0,no
e06,English,11,tp2,reach,0,0,0,0,no
e06,English,11,tp2,point,0,0,0,0,no
e06,English,11,tp2,ho_gv,0,0,0,0,no
e06,English,12,five,reach,5,5,0,0,no
e06,English,12,five,point,0,0,0,0,no
e06,English,12,five,ho_gv,0,0,0,0,no
e06,English,12,tp1,reach,0,0,0,0,no
e06,English,12,tp1,point,0,0,0,0,no
e06,English,12,tp1,ho_gv,0,0,0,0,no
e06,English,12,tp2,reach,0,0,0,0,no
e06,English,12,tp2,point,0,0,0,0,no
e06,English,12,tp2,ho_gv,2,2,0,0,no
e07,English,10,five,reach,1,1,0,0,no
e07,English,10,five,point,0,0,0,0,no
e07,English,10,five,ho_gv,0,0,0,0,no
e07,English,10,tp1,reach,0,0,0,0,no
e07,English,10,tp1,point,0,0,0,0,no
e07,English,10,tp1,ho_gv,0,0,0,0,no
e07,English,10,tp2,reach,0,0,0,0,no
e07,English,10,tp2,point,0,0,0,0,no
e07,English,10,tp2,ho_gv,0,0,0,0,no
e07,English,11,five,reach,1,1,0,0,no
e07,English,11,five,point,0,0,0,0,no
e07,English,11,five,ho_gv,0,0,0,0,no
e07,English,11,tp1,reach,0,0,0,0,no
e07,English,11,tp1,point,0,0,0,0,no
e07,English,11,tp1,ho_gv,0,0,0,0,no
e07,English,11,tp2,reach,0,0,0,0,no
e07,English,11,tp2,point,0,0,0,0,no
e07,English,11,tp2,ho_gv,1,1,1,1,no
e07,English,12,five,reach,0,0,0,0,no
e07,English,12,five,point,3,3,2,2,no
e07,English,12,five,ho_gv,0,0,0,0,no
e07,English,12,tp1,reach,0,0,0,0,no
e07,English,12,tp1,point,1,1,0,0,no
e07,English,12,tp1,ho_gv,2,2,2,2,no
e07,English,12,tp2,reach,0,0,0,0,no
e07,English,12,tp2,point,0,0,0,0,no
e07,English,12,tp2,ho_gv,0,0,0,0,no
e08,English,10,five,reach,5,5,3,3,no
e08,English,10,five,point,1,1,0,0,no
e08,English,10,five,ho_gv,0,0,0,0,no
e08,English,10,tp1,reach,0,0,0,0,no
e08,English,10,tp1,point,0,0,0,0,no
e08,English,10,tp1,ho_gv,0,0,0,0,no
e08,English,10,tp2,reach,0,0,0,0,no
e08,English,10,tp2,point,0,0,0,0,no
e08,English,10,tp2,ho_gv,0,0,0,0,no
e08,English,11,five,reach,0,0,0,0,no
e08,English,11,five,point,8,8,4,4,no
e08,English,11,five,ho_gv,0,0,0,0,no
e08,English,11,tp1,reach,0,0,0,0,no
e08,English,11,tp1,point,0,0,0,0,no
e08,English,11,tp1,ho_gv,1,1,0,0,no
e08,English,11,tp2,reach,0,0,0,0,no
e08,English,11,tp2,point,0,0,0,0,no
e08,English,11,tp2,ho_gv,1,1,1,1,no
e08,English,12,five,reach,2,2,0,0,no
e08,English,12,five,point,14,14,9,9,no
e08,English,12,five,ho_gv,0,0,0,0,no
e08,English,12,tp1,reach,0,0,0,0,no
e08,English,12,tp1,point,6,6,0,0,no
e08,English,12,tp1,ho_gv,6,6,0,0,no
e08,English,12,tp2,reach,0,0,0,0,no
e08,English,12,tp2,point,3,3,2,2,no
e08,English,12,tp2,ho_gv,6,6,2,2,no
e09,English,10,five,reach,1,1,0,0,no
e09,English,10,five,point,3,3,1,1,no
e09,English,10,five,ho_gv,0,0,0,0,no
e09,English,10,tp1,reach,0,0,0,0,no
e09,English,10,tp1,point,0,0,0,0,no
e09,English,10,tp1,ho_gv,0,0,0,0,no
e09,English,10,tp2,reach,1,1,0,0,no
e09,English,10,tp2,point,0,0,0,0,no
e09,English,10,tp2,ho_gv,1,1,0,0,no
e09,English,11,five,reach,0,0,0,0,no
e09,English,11,five,point,5,5,3,3,no
e09,English,11,five,ho_gv,0,0,0,0,no
e09,English,11,tp1,reach,0,0,0,0,no
e09,English,11,tp1,point,0,0,0,0,no
e09,English,11,tp1,ho_gv,0,0,0,0,no
e09,English,11,tp2,reach,0,0,0,0,no
e09,English,11,tp2,point,0,0,0,0,no
e09,English,11,tp2,ho_gv,3,3,2,2,no
e09,English,12,five,reach,2,2,1,1,no
e09,English,12,five,point,1,1,1,1,no
e09,English,12,five,ho_gv,0,0,0,0,no
e09,English,12,tp1,reach,0,0,0,0,no
e09,English,12,tp1,point,0,0,0,0,no
e09,English,12,tp1,ho_gv,5,5,0,0,no
e09,English,12,tp2,reach,0,0,0,0,no
e09,English,12,tp2,point,0,0,0,0,no
e09,English,12,tp2,ho_gv,12,12,3,3,no
e10,English,10,five,reach,0,0,0,0,no
e10,English,10,five,point,0,0,0,0,no
e10,English,10,five,ho_gv,0,0,0,0,no
e10,English,10,tp1,reach,0,0,0,0,no
e10,English,10,tp1,point,0,0,0,0,no
e10,English,10,tp1,ho_gv,0,0,0,0,no
e10,English,10,tp2,reach,0,0,0,0,no
e10,English,10,tp2,point,0,0,0,0,no
e10,English,10,tp2,ho_gv,0,0,0,0,no
e10,English,11,five,reach,1,1,0,0,no
e10,English,11,five,point,0,0,0,0,no
e10,English,11,five,ho_gv,0,0,0,0,no
e10,English,11,tp1,reach,0,0,0,0,no
e10,English,11,tp1,point,0,0,0,0,no
e10,English,11,tp1,ho_gv,0,0,0,0,no
e10,English,11,tp2,reach,0,0,0,0,no
e10,English,11,tp2,point,0,0,0,0,no
e10,English,11,tp2,ho_gv,2,2,1,1,no
e10,English,12,five,reach,2,2,1,1,no
e10,English,12,five,point,0,0,0,0,no
e10,English,12,five,ho_gv,0,0,0,0,no
e10,English,12,tp1,reach,0,0,0,0,no
e10,English,12,tp1,point,0,0,0,0,no
e10,English,12,tp1,ho_gv,0,0,0,0,no
e10,English,12,tp2,reach,0,0,0,0,no
e10,English,12,tp2,point,0,0,0,0,no
e10,English,12,tp2,ho_gv,0,0,0,0,no
e11,English,10,five,reach,0,0,0,0,no
e11,English,10,five,point,0,0,0,0,no
e11,English,10,five,ho_gv,0,0,0,0,no
e11,English,10,tp1,reach,0,0,0,0,no
e11,English,10,tp1,point,0,0,0,0,no
e11,English,10,tp1,ho_gv,0,0,0,0,no
e11,English,10,tp2,reach,0,0,0,0,no
e11,English,10,tp2,point,0,0,0,0,no
e11,English,10,tp2,ho_gv,1,1,0,0,no
e11,English,11,five,reach,0,0,0,0,no
e11,English,11,five,point,0,0,0,0,no
e11,English,11,five,ho_gv,0,0,0,0,no
e11,English,11,tp1,reach,0,0,0,0,no
e11,English,11,tp1,point,0,0,0,0,no
e11,English,11,tp1,ho_gv,0,0,0,0,no
e11,English,11,tp2,reach,0,0,0,0,no
e11,English,11,tp2,point,0,0,0,0,no
e11,English,11,tp2,ho_gv,0,0,0,0,no
e11,English,12,five,reach,0,0,0,0,no
e11,English,12,five,point,0,0,0,0,no
e11,English,12,five,ho_gv,0,0,0,0,no
e11,English,12,tp1,reach,0,0,0,0,no
e11,English,12,tp1,point,0,0,0,0,no
e11,English,12,tp1,ho_gv,1,1,0,0,no
e11,English,12,tp2,reach,0,0,0,0,no
e11,English,12,tp2,point,0,0,0,0,no
e11,English,12,tp2,ho_gv,1,1,0,0,no
e12,English,10,five,reach,0,0,0,0,no
e12,English,10,five,point,0,0,0,0,no
e12,English,10,five,ho_gv,0,0,0,0,no
e12,English,10,tp1,reach,0,0,0,0,no
e12,English,10,tp1,point,0,0,0,0,no
e12,English,10,tp1,ho_gv,0,0,0,0,no
e12,English,10,tp2,reach,0,0,0,0,no
e12,English,10,tp2,point,0,0,0,0,no
e12,English,10,tp2,ho_gv,0,0,0,0,no
e12,English,11,five,reach,0,0,0,0,no
e12,English,11,five,point,0,0,0,0,no
e12,English,11,five,ho_gv,1,1,0,0,no
e12,English,11,tp1,reach,0,0,0,0,no
e12,English,11,tp1,point,0,0,0,0,no
e12,English,11,tp1,ho_gv,8,8,1,1,no
e12,English,11,tp2,reach,0,0,0,0,no
e12,English,11,tp2,point,0,0,0,0,no
e12,English,11,tp2,ho_gv,1,1,1,1,no
e12,English,12,five,reach,3,3,2,2,no
e12,English,12,five,point,0,0,0,0,no
e12,English,12,five,ho_gv,0,0,0,0,no
e12,English,12,tp1,reach,0,0,0,0,no
e12,English,12,tp1,point,0,0,0,0,no
e12,English,12,tp1,ho_gv,3,3,0,0,no
e12,English,12,tp2,reach,0,0,0,0,no
e12,English,12,tp2,point,0,0,0,0,no
e12,English,12,tp2,ho_gv,0,0,0,0,no
e13,English,10,five,reach,0,0,0,0,no
e13,English,10,five,point,0,0,0,0,no
e13,English,10,five,ho_gv,0,0,0,0,no
e13,English,10,tp1,reach,0,0,0,0,no
e13,English,10,tp1,point,0,0,0,0,no
e13,English,10,tp1,ho_gv,1,1,0,0,no
e13,English,10,tp2,reach,0,0,0,0,no
e13,English,10,tp2,point,0,0,0,0,no
e13,English,10,tp2,ho_gv,0,0,0,0,no
e13,English,11,five,reach,5,5,3,3,no
e13,English,11,five,point,0,0,0,0,no
e13,English,11,five,ho_gv,0,0,0,0,no
e13,English,11,tp1,reach,0,0,0,0,no
e13,English,11,tp1,point,0,0,0,0,no
e13,English,11,tp1,ho_gv,0,0,0,0,no
e13,English,11,tp2,reach,0,0,0,0,no
e13,English,11,tp2,point,0,0,0,0,no
e13,English,11,tp2,ho_gv,0,0,0,0,no
e13,English,12,five,reach,1,1,1,1,no
e13,English,12,five,point,0,0,0,0,no
e13,English,12,five,ho_gv,0,0,0,0,no
e13,English,12,tp1,reach,0,0,0,0,no
e13,English,12,tp1,point,0,0,0,0,no
e13,English,12,tp1,ho_gv,0,0,0,0,no
e13,English,12,tp2,reach,0,0,0,0,no
e13,English,12,tp2,point,0,0,0,0,no
e13,English,12,tp2,ho_gv,0,0,0,0,no
e14,English,10,five,reach,1,1,0,0,no
e14,English,10,five,point,0,0,0,0,no
e14,English,10,five,ho_gv,0,0,0,0,no
e14,English,10,tp1,reach,0,0,0,0,yes
e14,English,10,tp1,point,0,0,0,0,yes
e14,English,10,tp1,ho_gv,1,1,0,0,yes
e14,English,10,tp2,reach,0,0,0,0,no
e14,English,10,tp2,point,0,0,0,0,no
e14,English,10,tp2,ho_gv,0,0,0,0,no
e14,English,11,five,reach,4,4,1,1,no
e14,English,11,five,point,3,3,3,3,no
e14,English,11,five,ho_gv,0,0,0,0,no
e14,English,11,tp1,reach,0,0,0,0,no
e14,English,11,tp1,point,0,0,0,0,no
e14,English,11,tp1,ho_gv,2,2,0,0,no
e14,English,11,tp2,reach,0,0,0,0,no
e14,English,11,tp2,point,0,0,0,0,no
e14,English,11,tp2,ho_gv,0,0,0,0,no
e14,English,12,five,reach,8,10,1,1,yes
e14,English,12,five,point,1,1,0,0,yes
e14,English,12,five,ho_gv,0,0,0,0,yes
e14,English,12,tp1,reach,0,0,0,0,no
e14,English,12,tp1,point,0,0,0,0,no
e14,English,12,tp1,ho_gv,6,6,0,0,no
e14,English,12,tp2,reach,0,0,0,0,no
e14,English,12,tp2,point,0,0,0,0,no
e14,English,12,tp2,ho_gv,2,2,0,0,no
e15,English,10,five,reach,1,1,0,0,no
e15,English,10,five,point,0,0,0,0,no
e15,English,10,five,ho_gv,0,0,0,0,no
e15,English,10,tp1,reach,0,0,0,0,no
e15,English,10,tp1,point,0,0,0,0,no
e15,English,10,tp1,ho_gv,0,0,0,0,no
e15,English,10,tp2,reach,0,0,0,0,no
e15,English,10,tp2,point,0,0,0,0,no
e15,English,10,tp2,ho_gv,1,1,0,0,no
e15,English,11,five,reach,1,1,1,1,no
e15,English,11,five,point,0,0,0,0,no
e15,English,11,five,ho_gv,0,0,0,0,no
e15,English,11,tp1,reach,0,0,0,0,no
e15,English,11,tp1,point,0,0,0,0,no
e15,English,11,tp1,ho_gv,0,0,0,0,no
e15,English,11,tp2,reach,0,0,0,0,no
e15,English,11,tp2,point,0,0,0,0,no
e15,English,11,tp2,ho_gv,0,0,0,0,no
e15,English,12,five,reach,3,3,1,1,no
e15,English,12,five,point,1,1,1,1,no
e15,English,12,five,ho_gv,0,0,0,0,no
e15,English,12,tp1,reach,0,0,0,0,no
e15,English,12,tp1,point,0,0,0,0,no
e15,English,12,tp1,ho_gv,0,0,0,0,no
e15,English,12,tp2,reach,0,0,0,0,no
e15,English,12,tp2,point,0,0,0,0,no
e15,English,12,tp2,ho_gv,1,1,0,0,no
e16,English,10,five,reach,0,0,0,0,no
e16,English,10,five,point,12,12,0,0,no
e16,English,10,five,ho_gv,0,0,0,0,no
e16,English,10,tp1,reach,0,0,0,0,no
e16,English,10,tp1,point,0,0,0,0,no
e16,English,10,tp1,ho_gv,0,0,0,0,no
e16,English,10,tp2,reach,0,0,0,0,no
e16,English,10,tp2,point,3,3,1,1,no
e16,English,10,tp2,ho_gv,8,8,4,4,no
e16,English,11,five,reach,11,11,1,1,no
e16,English,11,five,point,17,17,4,4,no
e16,English,11,five,ho_gv,0,0,0,0,no
e16,English,11,tp1,reach,0,0,0,0,no
e16,English,11,tp1,point,0,0,0,0,no
e16,English,11,tp1,ho_gv,4,4,1,1,no
e16,English,11,tp2,reach,0,0,0,0,no
e16,English,11,tp2,point,0,0,0,0,no
e16,English,11,tp2,ho_gv,1,1,0,0,no
e16,English,12,five,reach,1,1,0,0,no
e16,English,12,five,point,10,10,2,2,no
e16,English,12,five,ho_gv,0,0,0,0,no
e16,English,12,tp1,reach,1,1,0,0,no
e16,English,12,tp1,point,7,7,5,5,no
e16,English,12,tp1,ho_gv,11,11,3,3,no
e16,English,12,tp2,reach,1,1,0,0,no
e16,English,12,tp2,point,2,2,1,1,no
e16,English,12,tp2,ho_gv,1,1,1,1,no
e17,English,10,five,reach,0,0,0,0,no
e17,English,10,five,point,8,8,2,2,no
e17,English,10,five,ho_gv,0,0,0,0,no
e17,English,10,tp1,reach,0,0,0,0,no
e17,English,10,tp1,point,0,0,0,0,no
e17,English,10,tp1,ho_gv,0,0,0,0,no
e17,English,10,tp2,reach,0,0,0,0,no
e17,English,10,tp2,point,0,0,0,0,no
e17,English,10,tp2,ho_gv,0,0,0,0,no
e17,English,11,five,reach,1,1,1,1,no
e17,English,11,five,point,6,6,4,4,no
e17,English,11,five,ho_gv,0,0,0,0,no
e17,English,11,tp1,reach,0,0,0,0,no
e17,English,11,tp1,point,0,0,0,0,no
e17,English,11,tp1,ho_gv,4,4,0,0,no
e17,English,11,tp2,reach,0,0,0,0,no
e17,English,11,tp2,point,0,0,0,0,no
e17,English,11,tp2,ho_gv,3,3,1,1,no
e17,English,12,five,reach,0,0,0,0,no
e17,English,12,five,point,3,3,2,2,no
e17,English,12,five,ho_gv,0,0,0,0,no
e17,English,12,tp1,reach,0,0,0,0,no
e17,English,12,tp1,point,0,0,0,0,no
e17,English,12,tp1,ho_gv,0,0,0,0,no
e17,English,12,tp2,reach,0,0,0,0,no
e17,English,12,tp2,point,1,1,0,0,no
e17,English,12,tp2,ho_gv,0,0,0,0,no
e18,English,10,five,reach,3,3,0,0,no
e18,English,10,five,point,0,0,0,0,no
e18,English,10,five,ho_gv,0,0,0,0,no
e18,English,10,tp1,reach,0,0,0,0,no
e18,English,10,tp1,point,0,0,0,0,no
e18,English,10,tp1,ho_gv,0,0,0,0,no
e18,English,10,tp2,reach,0,0,0,0,no
e18,English,10,tp2,point,0,0,0,0,no
e18,English,10,tp2,ho_gv,0,0,0,0,no
e18,English,11,five,reach,0,0,0,0,no
e18,English,11,five,point,0,0,0,0,no
e18,English,11,five,ho_gv,0,0,0,0,no
e18,English,11,tp1,reach,0,0,0,0,no
e18,English,11,tp1,point,0,0,0,0,no
e18,English,11,tp1,ho_gv,1,1,0,0,no
e18,English,11,tp2,reach,0,0,0,0,no
e18,English,11,tp2,point,0,0,0,0,no
e18,English,11,tp2,ho_gv,0,0,0,0,no
e18,English,12,five,reach,1,1,1,1,no
e18,English,12,five,point,0,0,0,0,no
e18,English,12,five,ho_gv,0,0,0,0,no
e18,English,12,tp1,reach,0,0,0,0,no
e18,English,12,tp1,point,0,0,0,0,no
e18,English,12,tp1,ho_gv,5,5,0,0,no
e18,English,12,tp2,reach,0,0,0,0,no
e18,English,12,tp2,point,0,0,0,0,no
e18,English,12,tp2,ho_gv,1,1,0,0,no
e19,English,10,five,reach,0,0,0,0,no
e19,English,10,five,point,0,0,0,0,no
e19,English,10,five,ho_gv,0,0,0,0,no
e19,English,10,tp1,reach,0,0,0,0,no
e19,English,10,tp1,point,0,0,0,0,no
e19,English,10,tp1,ho_gv,0,0,0,0,no
e19,English,10,tp2,reach,0,0,0,0,no
e19,English,10,tp2,point,0,0,0,0,no
e19,English,10,tp2,ho_gv,0,0,0,0,no
e19,English,11,five,reach,0,0,0,0,no
e19,English,11,five,point,1,1,1,1,no
e19,English,11,five,ho_gv,0,0,0,0,no
e19,English,11,tp1,reach,0,0,0,0,no
e19,English,11,tp1,point,1,1,0,0,no
e19,English,11,tp1,ho_gv,2,2,0,0,no
e19,English,11,tp2,reach,0,0,0,0,no
e19,English,11,tp2,point,0,0,0,0,no
e19,English,11,tp2,ho_gv,0,0,0,0,no
e19,English,12,five,reach,,,,,no
e19,English,12,five,point,,,,,no
e19,English,12,five,ho_gv,,,,,no
e19,English,12,tp1,reach,,,,,no
e19,English,12,tp1,point,,,,,no
e19,English,12,tp1,ho_gv,,,,,no
e19,English,12,tp2,reach,,,,,no
e19,English,12,tp2,point,,,,,no
e19,English,12,tp2,ho_gv,,,,,no
e20,English,10,five,reach,0,0,0,0,no
e20,English,10,five,point,0,0,0,0,no
e20,English,10,five,ho_gv,0,0,0,0,no
e20,English,10,tp1,reach,0,0,0,0,no
e20,English,10,tp1,point,0,0,0,0,no
e20,English,10,tp1,ho_gv,0,0,0,0,no
e20,English,10,tp2,reach,0,0,0,0,no
e20,English,10,tp2,point,0,0,0,0,no
e20,English,10,tp2,ho_gv,0,0,0,0,no
e20,English,11,five,reach,0,0,0,0,no
